success,failure,stuck,success_percent,failure_percent,stuck_percent
0,0,1,0.0,0.0,1.0
0,0,2,0.0,0.0,1.0
0,0,3,0.0,0.0,1.0
0,0,4,0.0,0.0,1.0
0,0,5,0.0,0.0,1.0
0,0,6,0.0,0.0,1.0
0,1,6,0.0,0.1429,0.8571
0,2,5,0.0,0.2857,0.7143
0,3,4,0.0,0.4286,0.5714
0,4,3,0.0,0.5714,0.4286
0,5,2,0.0,0.7143,0.2857
0,6,1,0.0,0.8571,0.1429
1,6,0,0.1429,0.8571,0.0
1,6,1,0.125,0.75,0.125
1,6,2,0.1111,0.6667,0.2222
1,6,3,0.1,0.6,0.3
2,6,2,0.2,0.6,0.2
2,7,1,0.2,0.7,0.1
2,8,0,0.2,0.8,0.0
2,8,1,0.1818,0.7273,0.0909
2,8,2,0.1667,0.6667,0.1667
2,8,3,0.1538,0.6154,0.2308
2,8,4,0.1429,0.5714,0.2857
2,8,5,0.1333,0.5333,0.3333
2,8,6,0.125,0.5,0.375
2,8,7,0.1176,0.4706,0.4118
2,8,8,0.1111,0.4444,0.4444
2,9,7,0.1111,0.5,0.3889
2,10,6,0.1111,0.5556,0.3333
2,11,5,0.1111,0.6111,0.2778
2,12,4,0.1111,0.6667,0.2222
2,13,3,0.1111,0.7222,0.1667
2,14,2,0.1111,0.7778,0.1111
2,15,1,0.1111,0.8333,0.0556
2,16,0,0.1111,0.8889,0.0
2,16,1,0.1053,0.8421,0.0526
2,16,2,0.1,0.8,0.1
2,16,3,0.0952,0.7619,0.1429
2,17,2,0.0952,0.8095,0.0952
2,18,1,0.0952,0.8571,0.0476
2,19,0,0.0952,0.9048,0.0
2,19,1,0.0909,0.8636,0.0455
3,19,0,0.1364,0.8636,0.0
3,19,1,0.1304,0.8261,0.0435
3,19,2,0.125,0.7917,0.0833
4,19,1,0.1667,0.7917,0.0417
5,19,1,0.2,0.76,0.04
6,19,0,0.24,0.76,0.0
6,19,1,0.2308,0.7308,0.0385
6,19,2,0.2222,0.7037,0.0741
6,19,3,0.2143,0.6786,0.1071
6,19,4,0.2069,0.6552,0.1379
6,19,5,0.2,0.6333,0.1667
6,19,6,0.1935,0.6129,0.1935
6,19,7,0.1875,0.5938,0.2188
6,19,8,0.1818,0.5758,0.2424
6,19,9,0.1765,0.5588,0.2647
6,20,8,0.1765,0.5882,0.2353
6,20,9,0.1714,0.5714,0.2571
6,21,8,0.1714,0.6,0.2286
6,22,7,0.1714,0.6286,0.2
