success,failure,stuck,success_percent,failure_percent,stuck_percent
0,0,1,0.0,0.0,1.0
0,0,2,0.0,0.0,1.0
0,0,3,0.0,0.0,1.0
0,0,4,0.0,0.0,1.0
0,0,5,0.0,0.0,1.0
0,0,6,0.0,0.0,1.0
0,1,6,0.0,0.1429,0.8571
0,2,5,0.0,0.2857,0.7143
0,3,4,0.0,0.4286,0.5714
0,4,3,0.0,0.5714,0.4286
0,5,2,0.0,0.7143,0.2857
0,6,1,0.0,0.8571,0.1429
1,6,0,0.1429,0.8571,0.0
1,6,1,0.125,0.75,0.125
1,6,2,0.1111,0.6667,0.2222
1,6,3,0.1,0.6,0.3
2,6,2,0.2,0.6,0.2
2,7,1,0.2,0.7,0.1
2,8,0,0.2,0.8,0.0
2,8,1,0.1818,0.7273,0.0909
2,8,2,0.1667,0.6667,0.1667
2,8,3,0.1538,0.6154,0.2308
2,8,4,0.1429,0.5714,0.2857
2,8,5,0.1333,0.5333,0.3333
2,8,6,0.125,0.5,0.375
2,9,6,0.1176,0.5294,0.3529
2,10,6,0.1111,0.5556,0.3333
2,11,5,0.1111,0.6111,0.2778
2,12,4,0.1111,0.6667,0.2222
2,13,3,0.1111,0.7222,0.1667
2,14,2,0.1111,0.7778,0.1111
2,15,1,0.1111,0.8333,0.0556
2,16,0,0.1111,0.8889,0.0
2,16,1,0.1053,0.8421,0.0526
2,16,2,0.1,0.8,0.1
2,16,3,0.0952,0.7619,0.1429
3,16,2,0.1429,0.7619,0.0952
3,17,1,0.1429,0.8095,0.0476
4,17,0,0.1905,0.8095,0.0
5,17,0,0.2273,0.7727,0.0
5,17,1,0.2174,0.7391,0.0435
5,17,2,0.2083,0.7083,0.0833
6,17,1,0.25,0.7083,0.0417
7,17,0,0.2917,0.7083,0.0
8,17,0,0.32,0.68,0.0
8,17,1,0.3077,0.6538,0.0385
8,17,2,0.2963,0.6296,0.0741
8,17,3,0.2857,0.6071,0.1071
9,17,3,0.3103,0.5862,0.1034
10,17,2,0.3448,0.5862,0.069
10,18,1,0.3448,0.6207,0.0345
10,19,0,0.3448,0.6552,0.0
10,19,1,0.3333,0.6333,0.0333
10,19,2,0.3226,0.6129,0.0645
10,19,3,0.3125,0.5938,0.0938
10,19,4,0.303,0.5758,0.1212
10,19,5,0.2941,0.5588,0.1471
11,19,4,0.3235,0.5588,0.1176
12,19,3,0.3529,0.5588,0.0882
12,20,2,0.3529,0.5882,0.0588
12,21,1,0.3529,0.6176,0.0294
